6785,3094	6724,2937	7103,2812	7120,2965	
6347,3218	6275,3066	6649,2922	6675,3071	
6037,3596	5972,3442	6352,3314	6371,3463	
6487,3605	6399,3461	6749,3274	6793,3424	
6858,3507	6776,3363	7136,3187	7170,3333	
5603,8683	5662,8843	5285,8957	5269,8804	
5288,8632	5124,8695	4994,8311	5158,8294	
6187,8389	6264,8534	5899,8696	5869,8541	
15194,9980	15342,10074	15104,10397	14996,10282	
15500,10178	15670,10154	15702,10552	15553,10532	
15566,9769	15702,9876	15432,10172	15341,10046	
15292,10450	15437,10544	15188,10860	15089,10743	
14597,5818	14717,5720	14940,6051	14809,6099	
14366,5563	14392,5394	14781,5483	14723,5620	
6627,11208	6538,11053	6899,10873	6941,11024	
6229,10895	6394,10854	6469,11243	6319,11242	
7361,5402	7344,5235	7742,5216	7715,5366	
8026,4995	8017,5168	7610,5115	7662,4970	
7467,4366	7650,4369	7614,4773	7461,4732	
7908,5236	8077,5262	7976,5654	7847,5592	
10054,4985	10017,5154	9629,5042	9703,4899	
10478,4978	10622,5069	10398,5397	10293,5284	
10540,4540	10675,4638	10416,4940	10327,4818	
11150,5796	11090,5948	10730,5779	10825,5654	
13560,10193	13633,10047	13974,10245	13871,10357	
13478,9755	13489,9916	13096,9922	13124,9770	
12991,9463	12983,9306	13379,9306	13343,9459	
14164,10267	14327,10316	14187,10690	14062,10610	
12029,6310	12128,6449	11793,6658	11740,6521	
12065,7200	11939,7077	12241,6805	12321,6934	
10900,14944	10897,15114	10498,15079	10540,14934	
13853,3606	13935,3449	14277,3656	14168,3769	
13641,4048	13681,3874	14075,3999	13994,4139	
4615,9559	4594,9724	4200,9647	4262,9503	
3594,9734	3417,9718	3476,9322	3623,9376	
4002,9693	3832,9647	3963,9268	4099,9344	
4093,9300	3921,9259	4052,8877	4185,8955	
3684,9357	3510,9336	3583,8929	3727,8988	
4831,10337	4870,10509	4469,10569	4476,10407	
5136,10510	4979,10570	4861,10193	5020,10183	
4625,9656	4625,9484	5028,9507	4991,9650	
6732,5159	6574,5235	6418,4863	6580,4827	
6448,4694	6415,4532	6804,4480	6794,4628	
15649,6695	15756,6829	15421,7060	15367,6922	
15421,6239	15581,6186	15683,6569	15521,6576	
15868,7068	15947,7206	15594,7374	15559,7236	
15866,6129	16035,6120	16030,6520	15878,6485	
16058,9204	16192,9300	15948,9609	15848,9490	
14788,7843	14938,7939	14688,8261	14590,8146	
14447,7606	14596,7698	14351,8018	14251,7903	
9682,12834	9633,13001	9255,12852	9341,12724	
8989,12585	9045,12416	9424,12573	9336,12704	
9272,12421	9109,12350	9295,11994	9421,12091	
9239,13040	9162,13201	8806,13006	8913,12878	
8765,13290	8604,13380	8425,13019	8582,12975	
9963,14109	9926,14272	9533,14161	9602,14028	
10737,13919	10808,14077	10428,14224	10402,14068	
10246,13665	10303,13824	9919,13931	9905,13786	
10577,13549	10662,13692	10316,13869	10273,13725	
9884,13637	9800,13791	9463,13578	9569,13463	
10392,14049	10424,14222	10022,14280	10029,14126	
9760,13287	9605,13201	9810,12859	9930,12967	
12710,7840	12546,7820	12614,7431	12757,7486	
10514,14578	10560,14737	10176,14826	10172,14682	
10036,14899	10068,15060	9669,15111	9684,14962	
10445,15014	10464,15185	10059,15198	10087,15045	
10084,14426	10158,14583	9775,14727	9751,14581	
13898,11851	14021,11962	13745,12243	13660,12115	
13264,11946	13124,12041	12919,11698	13065,11653	
14098,11552	14247,11626	14055,11978	13942,11878	
13567,11990	13662,12125	13328,12336	13275,12190	
12397,11768	12557,11829	12405,12195	12274,12106	
11857,11873	11725,11754	12012,11469	12104,11604	
11476,11878	11298,11857	11372,11456	11522,11518	
11809,12213	11811,12039	12218,12068	12172,12221	
4239,10967	4067,10942	4141,10553	4288,10611	
4470,11439	4301,11478	4231,11082	4382,11090	
4160,11176	4086,11318	3741,11127	3845,11013	
14465,6674	14439,6849	14040,6760	14105,6617	
14149,6484	14081,6641	13729,6464	13825,6337	
14254,7220	14182,7379	13829,7182	13935,7058	
14720,6304	14891,6322	14818,6714	14675,6655	
14679,6678	14845,6752	14656,7109	14531,7009	
13750,7047	13602,6956	13833,6620	13942,6731	
5757,12778	5606,12852	5456,12479	5607,12454	
6160,12646	6003,12727	5838,12365	5995,12326	
6292,13060	6140,13151	5941,12793	6097,12746	
5856,13129	5720,13221	5521,12878	5668,12834	
14776,5249	14861,5098	15203,5329	15093,5431	
15416,5839	15575,5791	15661,6176	15514,6181	
15490,5432	15659,5391	15733,5783	15574,5785	
15197,6028	15312,6155	14995,6403	14925,6266	
6855,13604	6745,13744	6443,13483	6568,13384	
7920,5653	8084,5653	8053,6050	7917,6007	
10162,4527	10169,4695	9768,4682	9802,4529	
9664,3631	9679,3472	10071,3535	10019,3671	
10144,4203	10196,4047	10576,4211	10483,4326	
9751,4029	9841,3882	10177,4118	10065,4220	
10215,3607	10375,3671	10202,4038	10074,3943	
9793,4517	9766,4684	9378,4583	9445,4446	
9474,4334	9416,4503	9045,4346	9136,4208	
9720,3960	9692,4129	9301,4044	9369,3902	
8992,4109	8854,3999	9130,3710	9219,3833	
13605,8982	13444,8929	13593,8556	13718,8641	
14002,9864	13890,9989	13605,9727	13733,9633	
13744,9191	13688,9357	13315,9204	13403,9073	
14116,9298	14277,9373	14074,9720	13959,9626	
13163,6005	13106,6162	12747,5987	12841,5864	
12589,5950	12433,5852	12675,5531	12787,5646	
12376,6181	12227,6248	12080,5873	12239,5850	
13107,5746	12928,5742	12960,5332	13113,5387	
11544,5989	11417,6106	11148,5808	11281,5727	
11957,6084	11859,6231	11543,5984	11657,5890	
12063,5278	12056,5108	12461,5119	12428,5269	
11821,5743	11646,5723	11720,5331	11868,5394	
12029,5723	11999,5552	12404,5518	12391,5675	
13139,6535	12990,6435	13234,6106	13339,6230	
13264,6948	13175,7090	12847,6871	12962,6761	
13553,7285	13401,7374	13218,7019	13378,6970	
13647,6684	13583,6840	13219,6673	13316,6546	
3954,10110	3786,10079	3879,9686	4018,9747	
4174,9994	4186,9826	4587,9876	4540,10017	
3796,10436	3637,10522	3476,10138	3636,10109	
4013,10716	3945,10879	3583,10699	3681,10578	
4349,10343	4308,10519	3914,10399	3994,10262	
4727,9386	4554,9361	4649,8962	4790,9029	
4162,6020	4021,5939	4239,5611	4340,5713	
4004,6201	3868,6304	3650,5968	3797,5910	
4715,6677	4667,6514	5066,6436	5065,6583	
15970,9654	16125,9704	15976,10075	15860,9987	
6135,6005	5973,5916	6199,5576	6318,5686	
7135,12041	6975,12126	6805,11751	6964,11716	
9630,13967	9539,14123	9206,13901	9314,13788	
8860,13700	8703,13795	8518,13429	8667,13387	
9571,13452	9456,13577	9180,13300	9312,13215	
10679,13062	10807,13174	10533,13456	10444,13327	
10198,12828	10288,12674	10618,12907	10501,13016	
12831,8528	12664,8461	12845,8097	12969,8198	
13031,8157	12868,8114	12984,7738	13122,7812	
13052,10714	12885,10738	12846,10340	12997,10353	
13199,11507	13023,11568	12931,11169	13093,11163	
13882,10962	14038,11017	13875,11379	13754,11292	
13598,10700	13649,10530	14026,10677	13942,10808	
11733,11242	11646,11090	12015,10928	12052,11083	
12076,11179	12031,11007	12428,10932	12427,11082	
4526,11679	4497,11854	4108,11763	4171,11621	
14242,8434	14373,8541	14105,8833	14020,8713	
14669,8274	14830,8363	14610,8696	14491,8582	
14480,8294	14391,8438	14060,8208	14172,8105	
14535,8674	14702,8725	14563,9096	14427,9015	
14488,9519	14646,9597	14444,9951	14330,9846	
14467,9055	14613,9147	14371,9465	14268,9353	
14908,9257	15038,9358	14765,9652	14681,9531	
14120,8841	14271,8926	14057,9266	13938,9158	
6571,13343	6446,13468	6177,13172	6309,13090	
6961,12485	6808,12553	6671,12181	6821,12157	
6524,12484	6344,12523	6285,12120	6444,12128	
6893,13102	6770,13216	6512,12908	6643,12834	
15588,9346	15750,9408	15578,9765	15451,9670	
15249,9062	15401,9130	15214,9481	15095,9380	
14925,8817	15079,8888	14893,9241	14777,9143	
15754,8962	15870,9079	15571,9338	15497,9206	
15238,9523	15356,9626	15079,9899	15001,9786	
9692,5345	9664,5517	9273,5431	9335,5291	
9250,4678	9273,4850	8878,4882	8897,4729	
9648,4930	9622,5095	9236,4999	9301,4861	
9281,5253	9207,5416	8848,5231	8946,5109	
9633,14339	9725,14494	9364,14680	9319,14526	
9265,14638	9307,14812	8901,14885	8905,14725	
12767,6997	12670,7141	12352,6895	12470,6790	
12788,6370	12671,6499	12390,6208	12518,6123	
13024,6684	12906,6810	12634,6522	12768,6437	
11640,4710	11573,4864	11225,4686	11324,4561	
11709,4608	11767,4446	12133,4606	12034,4740	
13556,5217	13565,5038	13973,5088	13920,5241	
13222,5873	13287,5713	13639,5893	13551,6017	
13571,5626	13579,5448	13985,5502	13938,5646	
13834,6313	13719,6444	13435,6167	13561,6073	
4668,8343	4509,8267	4715,7916	4829,8017	
4578,8707	4413,8665	4539,8284	4672,8364	
4431,6883	4272,6837	4406,6461	4541,6538	
4130,6475	4000,6373	4259,6079	4351,6203	
3733,7179	3575,7150	3660,6765	3795,6833	
5824,5371	5989,5418	5852,5800	5726,5721	
4561,5850	4417,5780	4632,5440	4734,5535	
5128,6000	4969,6091	4795,5725	4953,5680	
4735,6124	4654,6270	4310,6057	4420,5950	
5358,5477	5523,5469	5504,5869	5362,5830	
4853,5344	4939,5196	5264,5423	5155,5525	
7128,6878	7305,6839	7354,7241	7206,7228	
16410,7792	16553,7869	16345,8206	16237,8102	
15848,7736	15899,7582	16267,7717	16188,7849	
6793,4454	6724,4300	7086,4145	7113,4299	
6198,3944	6145,3793	6527,3691	6533,3834	
6292,4337	6227,4180	6603,4047	6620,4199	
6668,4040	6620,3880	7014,3794	7012,3944	
8391,13553	8224,13608	8126,13212	8280,13207	
8767,13294	8602,13382	8423,13010	8585,12969	
8458,13690	8529,13849	8144,13992	8123,13838	
8416,15239	8249,15294	8149,14907	8303,14897	
12382,12621	12556,12664	12446,13050	12305,12979	
12799,12969	12944,13034	12762,13381	12649,13284	
13044,12664	13211,12735	13032,13098	12906,13000	
12775,12348	12919,12431	12702,12771	12593,12665	
13871,13269	14003,13385	13711,13669	13624,13534	
8093,13007	8131,13176	7725,13225	7737,13077	
7112,12068	7272,11994	7419,12372	7268,12394	
7715,12532	7736,12715	7333,12738	7351,12578	
6935,12926	6811,12799	7115,12529	7193,12666	
8073,12530	8136,12697	7741,12810	7731,12656	
5574,11537	5446,11636	5230,11304	5375,11245	
14245,11226	14415,11263	14305,11655	14167,11585	
14758,10792	14873,10661	15159,10943	15027,11032	
14189,10695	14345,10761	14159,11117	14048,11012	
15022,11258	15165,11341	14934,11671	14828,11554	
15497,8653	15610,8781	15292,9022	15225,8886	
15512,8416	15627,8286	15910,8571	15779,8655	
8511,5474	8466,5641	8084,5529	8160,5391	
8872,5494	8873,5669	8475,5658	8515,5504	
8864,4622	8888,4784	8489,4806	8510,4654	
8844,5023	8853,5194	8460,5186	8493,5034	
8408,4968	8421,5140	8015,5153	8043,4998	
10182,5957	10024,6021	9908,5626	10065,5613	
9344,2559	9197,2476	9411,2137	9523,2250	
8993,2359	8854,2263	9100,1942	9199,2066	
9657,14862	9674,15022	9276,15039	9308,14896	
12863,4012	12861,3838	13265,3851	13225,4006	
12773,4219	12943,4199	12961,4604	12819,4579	
13201,4216	13376,4222	13334,4619	13187,4571	
12136,3706	12212,3543	12572,3739	12470,3862	
11713,4114	11844,4216	11597,4523	11506,4403	
