5993,948	6081,831	6306,1024	6216,1135	
6253,1136	6337,1024	6566,1216	6479,1324	
5996,1393	6096,1289	6303,1508	6202,1604	
5735,1197	5835,1095	6037,1317	5936,1414	
5284,1249	5363,1132	5604,1313	5519,1428	
5041,1508	5133,1404	5351,1616	5251,1716	
5481,1539	5554,1416	5801,1585	5724,1703	
5255,1818	5337,1705	5567,1898	5480,2008	
5214,1868	5310,1967	5074,2155	4983,2040	
6075,2055	6030,1924	6317,1848	6359,1984	
6130,2403	6103,2271	6398,2227	6418,2363	
6005,2132	5879,2196	5755,1938	5881,1880	
5674,2291	5559,2370	5414,2122	5529,2055	
5834,2602	5771,2479	6038,2350	6098,2476	
6244,2786	6195,2660	6472,2560	6523,2694	
5381,2475	5271,2562	5105,2327	5220,2246	
4824,2394	4752,2279	5013,2137	5090,2262	
4646,2092	4561,1988	4801,1826	4888,1927	
5008,1567	5100,1683	4845,1840	4761,1722	
3997,2176	3939,2052	4208,1939	4265,2060	
4428,2382	4368,2262	4628,2146	4685,2263	
4560,2730	4504,2604	4777,2504	4825,2638	
4109,2524	4061,2388	4349,2307	4391,2446	
4337,2848	4200,2868	4156,2575	4304,2555	
3977,2895	3846,2939	3764,2630	3906,2603	
3625,2992	3500,3042	3393,2757	3521,2704	
4640,3081	4505,3116	4448,2837	4576,2808	
4290,3151	4157,3195	4089,2913	4222,2879	
3949,3240	3822,3297	3724,3023	3856,2975	
3566,3367	3427,3393	3378,3112	3515,3085	
3158,3415	3023,3421	3029,3128	3173,3132	
3406,3725	3266,3739	3257,3440	3398,3440	
3766,3743	3617,3746	3649,3454	3786,3461	
3858,3597	3845,3461	4142,3449	4150,3587	
4456,3673	4312,3669	4348,3373	4484,3383	
3203,4050	3060,4079	3024,3783	3164,3762	
3564,4046	3419,4047	3420,3756	3564,3754	
3836,3948	3843,3816	4132,3839	4128,3975	
3432,4086	3564,4062	3599,4356	3456,4371	
3066,4090	3211,4086	3211,4376	3063,4375	
3350,4676	3211,4687	3210,4388	3346,4382	
2577,4705	2450,4692	2498,4412	2627,4433	
2926,4796	2787,4763	2869,4487	3009,4524	
2949,5095	2800,5093	2820,4803	2967,4813	
2533,5049	2389,5013	2479,4737	2615,4772	
2491,5381	2356,5338	2467,5064	2596,5116	
2824,5534	2692,5478	2822,5218	2947,5280	
2716,5628	2646,5748	2400,5586	2475,5474	
3002,5709	2939,5827	2691,5685	2758,5579	
3583,5495	3494,5606	3278,5404	3375,5291	
3340,5758	3268,5874	3028,5706	3108,5595	
3146,6288	3010,6271	3068,5975	3204,5996	
3494,6388	3361,6350	3454,6071	3582,6106	
2831,6033	2779,6162	2516,6044	2570,5913	
2520,5934	2470,6065	2202,5928	2259,5801	
2689,6360	2653,6496	2376,6406	2415,6270	
2820,6249	2956,6281	2868,6560	2731,6518	
3165,6349	3304,6364	3251,6650	3115,6625	
2948,6897	2809,6893	2831,6608	2973,6613	
2589,6705	2567,6834	2280,6772	2304,6630	
3291,6957	3157,6936	3211,6649	3346,6668	
1788,7418	1672,7356	1825,7101	1940,7168	
2097,7626	1979,7546	2157,7320	2269,7400	
2265,7998	2128,8005	2121,7721	2265,7713	
2373,7310	2235,7288	2300,7000	2433,7029	
2720,7421	2581,7384	2681,7106	2809,7154	
2585,7698	2440,7694	2468,7413	2605,7424	
2939,7750	2800,7733	2843,7456	2987,7473	
3178,7504	3051,7454	3171,7190	3299,7253	
3491,7677	3371,7614	3521,7368	3637,7434	
3864,7840	3733,7792	3843,7526	3976,7578	
2988,8062	2844,8046	2884,7772	3031,7788	
2626,8019	2483,8011	2509,7726	2646,7739	
2535,8389	2393,8373	2444,8090	2580,8106	
2896,8453	2757,8430	2820,8151	2956,8179	
3300,8482	3156,8482	3165,8198	3305,8197	
2714,8450	2846,8479	2758,8767	2625,8723	
3051,8549	3187,8569	3126,8860	2990,8830	
3346,8745	3357,8612	3649,8641	3635,8782	
2564,9117	2513,8994	2779,8894	2832,9023	
2674,9470	2628,9340	2902,9261	2942,9401	
2693,9822	2660,9697	2950,9633	2986,9769	
3251,8979	3252,9121	2964,9107	2964,8963	
3268,9095	3293,8970	3585,9031	3557,9167	
3248,9331	3262,9460	2972,9480	2958,9348	
3273,9671	3308,9808	3018,9858	2996,9726	
2676,9906	2782,9995	2586,10211	2485,10114	
