55,156	37,112	148,68	156,118
61,160	42,117	149,67	160,114
58,156	39,111	150,67	158,115
71,171	46,128	146,66	163,113
68,166	44,124	148,66	162,113
117,16	133,63	22,103	16,53
160,118	115,134	71,23	121,16
107,16	132,59	27,111	16,63
75,16	116,43	53,144	16,108
16,31	64,25	81,142	31,137
84,16	120,46	47,139	16,102
77,16	118,43	52,142	16,104
16,79	56,49	129,143	82,164
16,121	23,74	142,93	124,140
69,170	45,128	149,68	166,114
16,42	62,31	93,143	42,146
27,127	22,80	140,68	134,116
158,23	155,72	34,65	47,16
18,17	68,17	65,137	16,126
33,16	80,23	61,141	16,122
169,40	159,88	41,62	62,16
72,16	113,43	53,143	16,108
80,16	121,46	50,140	16,101
176,56	158,102	49,57	77,16
16,107	39,65	144,118	111,157
141,16	143,65	26,73	35,23
21,120	18,70	137,67	128,116
47,16	92,30	59,145	16,118
103,16	131,56	35,125	16,79
93,182	59,148	144,61	170,102
149,16	148,65	29,63	41,16
16,113	39,70	144,124	113,162
16,122	29,74	147,105	126,150
161,29	154,78	36,61	55,16
125,156	76,153	84,33	133,48
121,172	74,158	105,43	150,65
122,170	73,156	105,41	148,64
124,163	75,157	90,38	137,53
127,16	137,64	19,89	20,39
155,116	109,133	68,22	118,16
17,122	17,75	139,73	126,122
167,116	124,135	72,28	120,16
35,136	27,89	143,65	142,118
102,16	131,52	38,129	16,84
16,48	62,34	97,147	46,150
109,16	132,58	28,113	16,67
16,21	66,19	70,136	21,128
77,16	115,44	50,140	16,102
76,16	116,43	50,143	16,108
73,16	115,41	50,141	16,105
175,52	160,99	44,60	70,16
16,119	32,73	147,112	122,156
116,179	71,158	121,48	160,77
183,65	161,110	52,56	83,16
173,111	129,135	68,31	118,16
173,38	161,85	42,59	64,16
115,16	136,61	26,111	16,64
119,16	134,62	22,101	16,51
107,16	130,59	31,118	16,70
181,68	157,112	52,54	86,16
129,16	138,62	20,90	22,41
113,182	69,159	123,52	163,83
122,158	72,151	87,33	135,53
118,16	132,62	20,98	16,48
129,16	138,63	20,85	23,37
137,16	143,63	26,75	32,25
116,16	137,61	27,113	16,65
89,16	124,48	46,136	16,95
174,105	130,133	64,34	111,16
62,16	106,38	56,145	16,112
106,16	132,55	36,124	16,78
53,16	99,31	59,146	16,117
96,185	59,150	140,61	169,103
125,164	76,157	91,37	138,53
16,124	18,74	138,77	126,126
125,161	74,155	90,36	137,53
144,122	97,134	67,17	117,16
179,65	155,108	50,55	83,16
165,31	157,80	38,62	55,16
177,62	157,107	49,59	78,16
181,63	160,108	52,56	81,16
29,16	79,23	64,139	16,124
60,16	106,37	55,147	16,118
109,184	66,159	129,55	166,88
163,114	119,136	69,28	117,16
168,113	124,135	68,29	118,16
176,111	133,135	69,33	116,16
171,105	129,132	65,34	113,16
16,109	39,69	146,128	112,164
16,46	62,32	96,145	46,148
16,41	65,30	95,146	45,147
96,16	130,52	41,133	16,89
184,82	153,122	59,49	96,16
16,16	69,17	66,136	16,123
146,16	147,64	29,67	39,16
16,118	22,71	140,84	122,130
16,115	31,69	146,108	118,151
16,108	42,68	145,129	110,165
56,16	101,35	59,145	16,118
165,36	155,85	39,63	60,16
175,52	159,99	45,58	72,16
165,33	155,82	37,63	58,16
100,182	63,151	137,59	169,97
116,173	71,159	109,45	153,70
181,85	149,123	58,47	100,16
176,50	160,98	45,58	72,16
65,16	110,35	56,144	16,114
176,59	157,104	48,57	77,16
108,184	66,157	133,57	169,92
162,117	117,136	70,26	120,16
127,155	78,155	79,35	130,47
182,94	149,127	62,42	103,16
183,76	156,118	55,52	92,16
20,124	19,76	140,71	131,119
126,161	76,154	92,36	139,55
32,133	26,85	147,68	143,119
105,186	64,159	133,56	167,93
181,73	156,115	54,53	87,16
171,111	129,134	68,31	117,16
178,57	160,102	48,58	77,16
120,165	75,158	93,37	139,56
16,122	19,75	140,82	126,129
168,115	123,138	69,28	117,16
178,59	160,104	48,57	77,16
171,41	162,87	41,60	63,16
122,166	73,158	95,38	142,57
106,177	63,153	125,52	161,84
176,105	135,134	66,36	111,16
44,145	31,98	148,67	151,117
50,16	96,30	60,143	16,116
114,183	69,160	131,55	169,88
171,115	125,138	69,30	117,16
182,70	158,114	51,54	84,16
173,111	132,138	68,32	116,16
180,87	146,126	60,46	100,16
85,16	123,49	46,138	16,97
16,110	44,69	145,131	112,168
117,181	72,159	119,50	159,79
119,169	71,156	100,41	146,65
135,132	86,140	67,21	115,24
153,121	105,138	71,22	120,16
54,16	99,33	58,143	16,115
16,121	32,74	147,108	122,151
68,167	44,124	152,69	163,116
44,146	32,99	148,68	151,115
162,32	154,81	37,62	55,16
83,16	120,46	46,138	16,98
69,16	112,41	52,144	16,112
182,73	156,115	55,51	89,16
49,16	97,31	60,144	16,119
64,16	108,35	55,144	16,114
74,16	115,42	50,141	16,105
87,16	124,47	49,141	16,101
69,16	114,41	55,147	16,114
182,91	147,128	62,46	103,16
160,117	115,135	69,26	118,16
144,127	96,137	69,18	120,18
179,98	144,130	60,42	102,16
56,16	100,33	57,141	16,114
61,16	108,37	57,145	16,115
58,16	103,35	56,146	16,115
93,16	126,51	42,133	16,92
88,16	123,49	45,135	16,94
162,31	154,81	36,64	53,16
131,16	137,64	21,81	25,29
164,37	155,84	39,63	58,16
180,62	159,107	50,57	79,16
111,16	135,58	31,121	16,74
124,16	137,65	17,94	16,44
183,77	156,119	56,50	90,16
182,90	148,126	58,44	99,16
180,89	146,125	62,44	102,16
178,65	156,108	48,59	80,16
16,118	35,71	145,112	116,156
16,127	17,75	140,84	125,131
16,116	35,70	144,119	115,159
16,123	19,76	140,83	124,132
181,86	151,124	59,48	97,16
113,181	70,159	124,51	162,83
120,169	72,157	102,43	147,65
118,171	71,156	104,44	149,68
98,180	59,149	133,57	165,98
118,164	71,154	91,37	137,57
45,16	92,28	60,144	16,120
106,177	64,154	122,48	159,80
171,112	127,137	69,30	116,16
181,67	158,110	54,54	87,16
16,20	65,19	67,135	17,125
16,106	41,66	141,127	105,164
16,40	65,29	88,146	41,147
70,16	114,41	56,145	16,110
16,115	31,68	143,104	118,148
61,163	39,119	147,68	159,116
49,149	34,102	146,64	151,114
58,159	37,111	148,66	156,116
47,146	34,100	148,68	151,116
152,121	105,138	67,21	118,16
174,112	130,136	69,32	118,16
117,16	136,61	25,113	16,64
154,120	106,134	68,23	120,16
39,16	87,26	62,143	16,125
60,16	105,36	56,144	16,113
57,16	103,35	57,145	16,118
73,16	114,41	55,146	16,112
88,16	125,49	44,138	16,97
130,16	138,63	19,86	21,35
16,61	59,40	110,152	63,160
136,16	144,65	22,81	26,31
91,183	58,148	145,63	171,107
120,16	137,61	24,104	16,55
172,101	133,131	65,34	109,16
40,16	88,26	62,146	16,124
16,97	49,62	138,140	96,170
59,16	104,37	58,145	16,114
72,16	115,43	52,143	16,106
96,16	128,51	40,129	16,85
16,95	47,59	138,140	99,168
171,42	157,89	42,62	63,16
145,16	148,65	30,71	38,22
138,16	142,67	23,79	30,29
142,16	144,64	27,69	36,20
141,16	145,66	26,78	30,28
155,121	109,138	68,22	117,16
110,182	67,157	125,54	163,89
105,184	65,156	130,58	165,93
139,16	142,66	27,77	32,27
18,125	16,75	138,71	127,121
16,29	65,23	80,142	28,138
20,16	71,17	67,136	16,123
16,116	35,70	146,121	114,162
80,16	120,46	50,143	16,102
16,102	44,62	144,129	108,162
76,16	116,43	50,142	16,108
133,137	83,142	69,23	118,28
152,123	104,137	70,20	121,16
140,16	145,64	25,75	29,27
73,171	49,130	152,66	167,115
33,132	24,81	140,66	138,115
160,115	116,135	68,25	118,16
137,133	89,141	67,21	119,24
86,16	124,48	49,142	16,104
182,79	154,120	56,52	95,16
158,22	155,72	32,65	45,16
175,44	162,91	44,58	67,16
141,16	146,66	24,78	30,29
165,33	157,81	39,63	57,16
16,39	65,30	93,146	43,147
16,117	35,72	148,115	119,156
16,116	32,68	144,106	117,151
16,120	27,72	143,97	120,143
16,119	31,73	144,112	116,153
16,123	21,76	139,90	121,137
167,35	159,83	37,62	58,16
115,16	137,60	27,114	16,66
172,101	133,131	62,37	107,16
60,16	105,36	56,144	16,112
97,16	130,53	39,134	16,90
109,16	135,57	34,124	16,77
85,16	122,47	47,139	16,97
82,16	122,45	49,142	16,104
94,16	126,50	40,131	16,87
82,16	121,47	48,139	16,100
67,163	45,120	147,65	161,113
181,101	143,134	64,41	110,16
118,16	137,61	27,112	16,62
175,109	132,138	63,35	113,16
182,100	144,133	64,41	108,16
175,100	139,130	64,38	110,16
69,16	113,40	56,146	16,114
62,16	108,39	54,145	16,112
16,81	56,51	127,149	80,169
70,168	46,126	148,66	164,113
126,16	135,65	20,83	22,33
16,119	31,71	145,112	118,155
122,16	136,63	18,99	16,48
16,109	40,66	143,124	110,162
58,158	40,114	147,67	155,115
16,106	43,66	145,129	105,164
16,119	29,70	144,97	122,142
16,123	19,74	138,80	123,129
16,123	32,77	148,112	123,155
17,118	17,70	136,70	123,119
16,118	28,69	144,97	120,142
44,146	32,99	145,69	146,119
16,23	64,20	71,140	23,132
20,124	17,75	138,71	129,118
115,176	69,158	114,46	157,76
16,120	34,72	146,115	120,157
16,115	31,69	143,105	119,148
16,109	42,66	145,128	108,166
16,111	37,68	148,118	118,158
16,104	45,65	141,131	104,164
16,25	64,21	74,141	24,133
121,170	74,158	102,42	146,64
183,77	154,117	57,49	92,16
122,16	133,63	19,95	16,45
64,164	43,123	149,67	162,113
58,157	40,113	150,66	156,117
64,163	44,121	147,67	161,115
57,157	39,114	150,65	158,116
16,119	33,72	145,114	116,157
16,115	37,70	145,118	115,156
16,54	62,38	105,147	54,154
27,130	22,82	141,69	135,119
16,123	19,75	138,86	123,134
16,121	30,73	144,105	119,148
93,16	127,52	44,134	16,93
120,16	132,64	20,93	16,42
71,16	115,43	52,144	16,109
84,16	122,45	48,141	16,103
78,16	117,45	50,140	16,102
16,120	31,74	145,111	121,154
16,119	28,74	146,105	122,150
26,127	21,78	140,66	133,117
91,177	56,142	143,63	168,109
16,119	22,70	138,82	122,129
16,118	24,71	143,84	125,131
132,129	83,137	66,22	115,25
16,118	32,72	147,110	121,151
123,154	74,152	80,32	127,44
16,118	35,73	145,119	119,157
16,116	35,71	147,114	120,156
172,51	155,98	44,57	73,16
50,16	96,31	60,145	16,118
80,16	120,46	51,140	16,102
40,143	28,95	145,68	145,118
98,182	62,150	140,62	169,102
120,171	71,158	102,42	150,65
16,90	53,57	135,146	91,171
16,83	56,53	127,146	81,168
16,103	46,63	141,132	102,168
129,136	80,141	67,24	117,30
172,114	129,138	71,30	119,16
172,114	129,140	68,34	116,16
175,104	134,132	66,33	112,16
161,114	116,133	68,26	118,16
171,46	157,93	44,60	69,16
122,145	74,148	70,28	119,35
165,33	157,81	37,62	54,16
175,53	156,98	47,56	74,16
29,132	23,84	145,70	139,119
16,118	25,71	142,96	121,141
16,122	21,73	138,88	122,135
122,164	74,157	92,37	140,54
121,150	71,151	73,29	122,41
122,168	75,157	98,43	143,62
34,135	27,87	146,70	142,119
103,183	63,154	134,57	168,95
16,121	30,75	148,108	124,152
16,110	31,64	141,103	115,146
16,98	46,62	139,144	99,173
125,16	135,63	18,94	17,42
185,74	158,116	56,51	91,16
80,176	52,136	149,64	170,111
16,125	19,77	139,83	126,131
169,49	155,96	42,59	68,16
16,118	31,74	145,112	119,155
16,113	36,69	145,119	112,156
16,114	36,69	145,118	114,159
16,115	34,71	145,111	118,152
16,16	65,16	66,138	17,126
122,16	136,61	19,97	16,47
16,62	58,40	113,150	63,163
16,63	60,42	115,152	63,163
21,126	19,77	140,72	130,122
16,16	68,19	65,135	16,124
52,152	36,105	150,67	153,115
61,163	39,120	147,67	157,115
142,16	145,64	25,74	32,26
16,123	17,75	136,75	126,123
44,147	32,101	148,67	149,120
16,64	60,41	112,146	63,158
16,119	20,72	137,85	122,132
16,93	50,57	137,138	94,166
164,40	154,88	38,63	60,16
74,16	116,42	52,141	16,105
78,16	117,43	49,139	16,104
16,32	65,24	85,142	34,140
16,112	37,70	146,118	116,159
114,16	134,58	26,111	16,63
87,16	123,49	45,137	16,97
91,16	126,51	43,134	16,93
125,151	76,148	77,28	127,42
19,120	18,73	137,68	127,116
65,16	110,37	55,144	16,110
117,16	137,60	26,111	16,61
103,16	134,56	38,129	16,84
16,125	20,77	139,86	123,134
16,121	21,72	138,88	119,135
16,119	26,72	141,94	121,140
16,120	30,75	147,107	123,151
182,71	156,113	55,52	89,16
53,16	99,35	59,144	16,116
140,129	91,139	68,19	118,21
125,160	76,157	84,34	133,50
156,115	111,133	66,24	115,16
150,121	102,133	69,20	120,16
16,101	46,62	142,138	102,169
45,16	92,28	59,145	16,122
134,130	86,140	67,19	117,23
121,167	72,160	94,41	139,60
111,174	67,154	113,46	154,77
147,122	100,136	67,19	118,16
125,140	77,141	68,25	118,35
16,101	45,64	143,135	106,167
95,16	129,51	42,135	16,91
84,16	123,49	46,136	16,96
79,16	118,45	49,140	16,103
108,16	136,56	35,124	16,77
16,122	22,75	140,90	124,136
16,123	23,74	142,95	123,139
184,67	160,109	55,53	86,16
16,123	23,75	143,92	123,140
143,122	97,133	69,19	119,18
104,182	65,154	134,57	166,92
126,150	79,150	78,30	125,40
145,127	96,138	70,18	119,18
158,120	112,137	71,22	120,16
142,118	95,130	66,16	114,16
47,151	33,104	146,70	150,115
176,88	145,123	55,45	96,16
126,137	77,142	67,25	116,32
117,167	72,156	101,43	142,65
16,45	63,32	96,149	45,152
146,122	99,134	70,16	119,16
163,117	119,136	67,25	117,16
167,111	128,135	67,31	113,16
180,93	148,128	61,41	102,16
154,18	153,65	32,62	44,16
16,98	47,62	140,141	101,168
16,111	41,72	144,133	110,167
44,145	31,98	145,69	147,119
172,110	132,136	67,33	114,16
183,69	159,110	53,51	86,16
180,95	148,128	63,42	103,16
123,16	137,61	23,97	16,50
16,99	47,63	139,139	101,170
184,76	159,116	55,51	89,16
153,16	152,65	31,64	40,16
91,16	125,50	41,135	16,93
76,16	115,42	48,143	16,108
69,16	110,39	52,146	16,112
75,16	115,43	47,141	16,105
16,111	38,69	143,123	113,161
133,16	139,64	23,78	27,30
180,92	145,126	62,42	103,16
166,38	155,85	41,58	61,16
57,16	102,35	57,145	16,116
26,16	72,21	61,139	16,123
78,16	116,42	47,138	16,102
182,76	157,116	58,51	90,16
16,66	58,45	111,149	64,161
60,16	103,35	55,144	16,115
114,172	70,154	116,48	153,74
43,144	31,100	142,70	146,115
16,124	18,76	137,80	126,126
23,127	21,80	142,72	134,118
26,127	22,81	139,72	134,119
122,142	73,144	66,26	114,34
16,112	37,69	144,119	115,158
72,16	115,40	52,143	16,109
88,16	124,46	45,137	16,98
100,16	130,52	37,126	16,82
16,106	41,65	141,126	107,161
126,151	77,150	82,30	128,44
122,169	76,158	104,41	145,63
114,177	69,155	124,52	163,82
76,16	116,43	50,138	16,104
47,16	92,31	58,142	16,118
72,16	112,41	50,141	16,106
68,16	106,36	51,141	16,110
67,16	111,40	51,145	16,112
16,87	51,54	132,139	87,163
75,16	115,40	50,144	16,110
90,16	125,47	45,135	16,96
16,117	30,71	141,109	116,150
