48,54	78,16	153,82	124,118
46,54	76,16	154,79	125,118
52,51	88,16	157,90	121,125
52,51	88,16	157,90	120,126
44,56	72,16	153,77	125,116
48,52	83,16	155,87	122,123
42,58	69,16	152,72	125,114
46,55	76,16	153,82	123,120
126,52	158,87	79,150	48,115
31,86	16,42	114,16	129,61
22,80	16,30	115,16	122,66
105,125	59,150	16,61	63,38
106,123	64,148	16,65	55,41
39,102	16,57	105,16	127,57
34,95	16,51	108,16	127,61
112,125	71,153	16,72	55,45
42,107	16,63	103,16	129,60
44,106	16,72	96,16	124,51
129,59	157,100	72,149	42,112
37,95	16,50	108,16	129,56
39,100	16,58	103,16	124,59
36,97	16,50	106,16	125,65
33,93	16,44	113,16	128,64
83,121	27,129	16,31	68,23
88,128	40,141	16,40	62,27
98,132	54,150	16,52	61,35
78,119	36,130	16,37	56,25
88,122	38,138	16,41	64,28
98,126	50,143	16,52	63,34
85,120	34,132	16,34	67,24
69,113	16,113	18,16	71,17
69,114	19,117	16,18	64,17
66,117	16,113	24,16	74,19
18,69	16,20	115,16	117,67
69,119	16,115	28,16	79,19
76,121	28,128	16,26	62,23
69,114	19,115	16,16	69,16
19,67	21,16	122,26	118,74
64,24	111,16	124,115	76,122
69,18	120,16	119,117	69,117
66,118	18,120	16,21	65,18
58,117	16,111	36,16	75,20
68,122	16,108	42,16	92,30
70,116	16,114	23,16	74,20
63,122	16,109	42,16	90,28
64,126	16,108	53,16	98,31
65,130	16,104	59,16	108,39
128,110	100,153	16,98	46,57
126,105	101,147	16,96	40,56
122,123	88,159	16,98	48,57
122,111	96,149	16,91	41,55
68,124	16,114	36,16	83,23
66,125	16,110	46,16	94,29
125,102	106,148	16,107	35,61
125,108	104,152	16,104	36,61
122,94	109,142	16,113	29,65
96,28	145,41	115,135	65,120
83,20	129,28	110,124	67,116
67,115	16,115	24,16	72,18
123,88	113,138	16,114	27,66
66,120	16,111	32,16	80,24
61,127	16,101	67,16	111,41
60,126	16,97	77,16	120,46
72,113	20,117	16,20	67,17
62,121	16,113	36,16	81,24
71,126	16,109	50,16	102,33
66,115	16,113	24,16	73,18
68,120	16,112	30,16	79,25
64,123	16,104	57,16	103,35
59,121	16,99	65,16	107,37
65,123	16,107	52,16	99,35
66,117	16,111	31,16	79,22
66,114	16,111	24,16	73,16
67,120	16,113	33,16	82,26
67,120	16,110	36,16	85,25
67,113	16,113	18,16	67,16
92,27	140,41	111,135	65,123
87,23	134,31	113,127	66,121
20,65	24,16	122,25	118,74
37,91	16,46	109,16	126,58
32,91	16,43	109,16	124,66
27,83	16,34	116,16	128,62
116,72	116,122	17,117	16,69
26,65	36,16	134,40	125,89
118,64	122,113	23,120	20,72
121,65	131,111	34,129	23,84
118,50	155,80	86,147	52,120
124,52	155,89	80,150	49,112
124,63	141,111	46,138	30,93
127,61	147,105	58,145	36,100
124,57	149,97	64,147	40,106
126,55	154,91	74,148	46,114
120,123	82,156	16,80	52,48
122,121	89,158	16,88	49,53
47,111	16,70	97,16	125,54
49,112	16,79	90,16	122,49
94,124	50,140	16,49	60,32
67,113	19,117	16,21	61,19
64,118	16,105	46,16	90,25
61,124	16,102	60,16	104,38
125,121	93,160	16,93	51,55
54,49	92,16	152,94	115,125
57,46	94,16	150,97	112,125
55,48	92,16	152,94	114,123
129,55	160,96	77,152	47,112
125,51	160,87	85,152	50,118
65,122	16,114	38,16	87,25
64,123	16,112	40,16	87,28
81,117	29,127	16,32	65,24
98,29	147,43	116,131	67,115
64,124	16,107	51,16	95,31
91,26	135,35	110,125	66,116
63,126	16,105	57,16	103,35
65,122	16,105	49,16	96,33
66,125	16,109	51,16	99,32
62,126	16,107	53,16	100,32
61,126	16,103	64,16	108,36
61,127	16,102	63,16	109,39
59,126	16,98	74,16	116,42
130,60	156,104	68,154	42,109
50,52	87,16	152,93	117,125
126,54	158,92	77,151	46,114
63,126	16,108	50,16	95,31
115,71	116,117	16,114	17,67
120,81	115,130	16,113	22,67
117,78	113,129	16,118	20,69
124,62	144,106	52,140	34,98
103,130	59,151	16,62	57,39
96,125	48,142	16,48	62,32
55,121	16,86	85,16	121,49
