1019,2292	974,2307	952,2213	996,2201
2500,691	2480,651	2566,612	2585,651
3510,866	3489,825	3578,782	3598,824
3515,2379	3473,2396	3438,2301	3480,2283
1852,1444	1883,1410	1955,1480	1922,1514
3352,2517	3307,2519	3309,2421	3357,2423
2877,2296	2868,2252	2966,2237	2973,2282
490,1777	462,1742	542,1688	571,1722
2882,1746	2832,1747	2843,1650	2889,1652
4011,1112	3966,1127	3944,1033	3988,1021
1083,1209	1078,1163	1177,1159	1180,1205
1724,2715	1676,2714	1688,2615	1733,2618
1026,2137	984,2154	949,2059	991,2041
2113,1167	2075,1194	2026,1111	2065,1089
585,1313	613,1276	689,1340	660,1376
1427,2637	1382,2648	1363,2555	1406,2546
1502,1781	1533,1747	1605,1817	1572,1851
1155,2740	1150,2694	1249,2690	1252,2736
1386,1724	1344,1743	1311,1651	1355,1635
2122,2516	2146,2475	2228,2531	2203,2570
694,1058	647,1067	635,969	681,962
2558,1018	2534,979	2621,932	2646,974
3637,2882	3669,2915	3590,2978	3560,2940
1268,2509	1221,2518	1209,2420	1255,2413
2135,1717	2090,1724	2075,1626	2124,1619
434,2224	462,2186	538,2250	509,2287
2137,2053	2094,2067	2066,1964	2114,1955
3089,2770	3120,2809	3035,2861	3007,2822
3548,2650	3572,2609	3654,2665	3629,2704
1321,1465	1355,1431	1422,1505	1388,1537
596,1953	591,1907	690,1903	693,1949
2788,929	2760,894	2840,840	2869,874
1777,1084	1730,1093	1718,995	1764,988
861,2613	895,2578	964,2651	930,2683
2659,346	2643,304	2735,271	2752,316
2153,2305	2187,2270	2256,2343	2222,2375
3001,1795	2977,1756	3064,1709	3089,1751
373,1490	325,1489	337,1390	382,1393
1006,1343	1040,1308	1109,1381	1075,1413
3001,2311	2986,2267	3081,2242	3095,2287
1414,2804	1445,2770	1517,2840	1484,2874
687,2569	642,2571	644,2473	692,2475
1867,1818	1851,1776	1943,1743	1960,1788
2198,1574	2226,1536	2302,1600	2273,1637
1147,821	1100,826	1097,726	1144,726
942,1591	926,1546	1022,1519	1036,1565
3113,534	3144,573	3059,625	3031,586
1652,1532	1647,1486	1746,1482	1749,1528
3870,1774	3902,1807	3823,1870	3793,1832
1537,1290	1571,1256	1638,1330	1604,1362
2412,776	2362,777	2373,680	2419,682
2250,2757	2230,2717	2316,2678	2335,2717
1798,1983	1755,1997	1727,1894	1775,1885
1478,1039	1436,1056	1401,961	1443,943
1769,3010	1753,2965	1849,2938	1863,2984
3315,1919	3272,1933	3244,1830	3292,1821
400,643	358,662	325,570	369,554
1846,766	1799,771	1796,671	1843,671
2090,956	2118,919	2194,983	2165,1019
2476,2841	2448,2806	2528,2752	2557,2786
1167,2078	1122,2080	1124,1982	1172,1984
848,1923	879,1962	794,2014	766,1975
2632,1399	2589,1413	2561,1310	2609,1301
1702,2321	1693,2277	1791,2262	1798,2307
3088,881	3122,846	3191,919	3157,951
2153,1473	2107,1482	2091,1388	2136,1379
1879,2929	1859,2889	1945,2850	1964,2889
1745,1387	1773,1349	1849,1413	1820,1450
2314,577	2271,591	2243,488	2291,479
3092,1302	3123,1268	3195,1338	3162,1372
1399,1922	1383,1877	1479,1850	1493,1896
2061,804	2052,760	2150,745	2157,790
2852,1987	2804,1986	2816,1887	2861,1890
1921,1866	1952,1905	1867,1957	1839,1918
331,1964	315,1919	411,1892	425,1938
2925,2120	2904,2079	2993,2036	3013,2078
1698,751	1653,762	1634,669	1677,660
1828,559	1819,515	1917,500	1924,545
2400,1938	2384,1896	2476,1863	2493,1908
2580,1761	2537,1775	2509,1672	2557,1663
880,634	833,639	830,539	877,539
2418,1228	2398,1188	2484,1149	2503,1188
1971,964	1955,919	2051,892	2065,938
677,527	635,546	602,454	646,438
1470,1255	1501,1294	1416,1346	1388,1307
2972,1853	2927,1864	2908,1771	2951,1762
1154,638	1109,640	1111,542	1159,544
2667,760	2648,718	2739,684	2755,729
2101,2203	2082,2162	2171,2124	2190,2164
3071,2620	3055,2575	3151,2548	3165,2594
1349,1616	1307,1638	1266,1552	1308,1532
3190,1068	3148,1087	3115,995	3159,979
3865,498	3899,464	3966,538	3932,570
1421,2111	1402,2070	1491,2032	1510,2072
3225,2052	3253,2014	3329,2078	3300,2115
3384,1008	3339,1010	3341,912	3389,914
3178,1729	3133,1740	3114,1647	3157,1638
2789,2418	2744,2433	2722,2339	2766,2327
2818,2553	2849,2519	2921,2589	2888,2623
888,2454	872,2409	968,2382	982,2428
1414,2444	1393,2403	1482,2360	1502,2402
507,314	457,315	468,218	514,220
3298,786	3332,751	3401,824	3367,856
274,1743	224,1744	235,1647	281,1649
2339,2110	2301,2137	2252,2054	2291,2032
1572,1998	1548,1959	1635,1912	1660,1954
1232,1411	1217,1367	1312,1342	1326,1387
1475,2227	1459,2182	1555,2155	1569,2201
511,1236	492,1195	581,1157	600,1197
2556,2533	2540,2488	2636,2461	2650,2507
1024,620	982,639	949,547	993,531
795,2149	750,2156	735,2058	784,2051
811,923	791,883	877,844	896,883
2309,373	2289,333	2375,294	2394,333
3776,313	3760,268	3856,241	3870,287
683,736	717,701	786,774	752,806
3009,1995	2993,1950	3089,1923	3103,1969
2695,1385	2686,1341	2784,1326	2791,1371
3121,2201	3145,2160	3227,2216	3202,2255
367,364	317,365	328,268	374,270
1641,2418	1596,2429	1577,2336	1620,2327
1331,1071	1286,1086	1264,992	1308,980
345,2836	329,2794	421,2761	438,2806
2899,624	2853,633	2837,539	2882,530
1675,1660	1637,1687	1588,1604	1627,1582
928,1843	908,1803	994,1764	1013,1803
3400,540	3353,545	3350,445	3397,445
2522,287	2477,302	2455,208	2499,196
2894,1487	2858,1516	2802,1437	2841,1410
3625,914	3620,868	3719,864	3722,910
3660,2428	3644,2383	3740,2356	3754,2402
1140,1536	1124,1491	1220,1464	1234,1510
3465,1854	3497,1887	3418,1950	3388,1912
2053,2216	2008,2223	1993,2125	2042,2118
1196,1961	1180,1919	1272,1886	1289,1931
3442,1397	3423,1355	3514,1321	3530,1366
1347,1101	1379,1134	1300,1197	1270,1159
3889,1627	3841,1626	3853,1527	3898,1530
964,1109	914,1110	925,1013	971,1015
3032,1492	3013,1451	3102,1413	3121,1453
2205,1894	2231,1855	2312,1915	2283,1954
3911,1990	3942,1956	4014,2026	3981,2060
3938,1311	3893,1318	3878,1220	3927,1213
847,760	875,722	951,786	922,823
3608,1660	3599,1616	3697,1601	3704,1646
2045,2721	2007,2748	1958,2665	1997,2643
300,979	284,934	380,907	394,953
3658,1082	3610,1081	3622,982	3667,985
811,1745	795,1703	887,1670	904,1715
2775,1872	2727,1871	2739,1772	2784,1775
703,2306	683,2266	769,2227	788,2266
3445,1746	3403,1763	3368,1668	3410,1650
2868,2095	2830,2122	2781,2039	2820,2017
2351,1059	2303,1058	2315,959	2360,962
2927,712	2951,671	3033,727	3008,766
1879,2408	1834,2423	1812,2329	1856,2317
3001,979	2958,993	2930,890	2978,881
2504,2140	2466,2167	2417,2084	2456,2062
2751,2248	2705,2257	2689,2163	2734,2154
3467,1133	3422,1144	3403,1051	3446,1042
3122,2346	3156,2312	3223,2386	3189,2418
849,2572	813,2601	757,2522	796,2495
1411,635	1402,591	1500,576	1507,621
2047,653	2009,680	1960,597	1999,575
2185,626	2140,637	2121,544	2164,535
2514,2555	2472,2577	2431,2491	2473,2471
1181,2274	1153,2239	1233,2185	1262,2219
1961,1840	1985,1799	2067,1855	2042,1894
1189,770	1223,735	1292,808	1258,840
3155,803	3108,808	3105,708	3152,708
299,2941	254,2948	239,2850	288,2843
2085,1365	2038,1374	2026,1276	2072,1269
1437,767	1418,726	1507,688	1526,728
3401,677	3356,679	3358,581	3406,583
1906,1646	1861,1661	1839,1567	1883,1555
3940,2289	3895,2300	3876,2207	3919,2198
2625,1208	2580,1215	2565,1117	2614,1110
3423,1594	3381,1613	3348,1521	3392,1505
1027,2551	1061,2516	1130,2589	1096,2621
2984,413	2965,371	3056,337	3072,382
2960,1283	2918,1305	2877,1219	2919,1199
2460,1674	2418,1696	2377,1610	2419,1590
2807,1059	2769,1086	2720,1003	2759,981
1535,1717	1499,1746	1443,1667	1482,1640
3486,2127	3470,2085	3562,2052	3579,2097
2656,2989	2611,3000	2592,2907	2635,2898
2461,1492	2441,1452	2527,1413	2546,1452
3733,861	3724,817	3822,802	3829,847
706,683	659,692	647,594	693,587
1876,2123	1826,2124	1837,2027	1883,2029
3468,1652	3453,1608	3548,1583	3562,1628
1376,2196	1331,2203	1316,2105	1365,2098
2709,2579	2690,2538	2779,2500	2798,2540
2525,2141	2553,2104	2629,2168	2600,2204
1423,1189	1404,1147	1495,1113	1511,1158
1706,2571	1661,2578	1646,2480	1695,2473
2896,2756	2851,2771	2829,2677	2873,2665
2171,390	2124,399	2112,301	2158,294
2313,2417	2341,2379	2417,2443	2388,2480
1859,1047	1890,1013	1962,1083	1929,1117
1160,1756	1115,1763	1100,1665	1149,1658
3064,1170	3017,1175	3014,1075	3061,1075
2120,2346	2075,2357	2056,2264	2099,2255
3544,274	3576,307	3497,370	3467,332
1627,622	1582,637	1560,543	1604,531
1850,2250	1830,2210	1916,2171	1935,2210
3306,1217	3256,1218	3267,1121	3313,1123
3847,2527	3871,2486	3953,2542	3928,2581
924,1344	876,1343	888,1244	933,1247
755,1471	750,1425	849,1421	852,1467
538,829	566,791	642,855	613,892
1811,1295	1792,1253	1883,1219	1899,1264
1650,1144	1608,1163	1575,1071	1619,1055
1576,2563	1529,2572	1517,2474	1563,2467
2450,1066	2429,1025	2518,982	2538,1024
3301,2314	3282,2272	3373,2238	3389,2283
579,2929	605,2890	686,2950	657,2989
2259,1279	2213,1288	2197,1194	2242,1185
1021,2389	1055,2355	1122,2429	1088,2461
2470,918	2442,883	2522,829	2551,863
2732,2059	2690,2076	2655,1981	2697,1963
1833,1846	1791,1865	1758,1773	1802,1757
2577,830	2605,792	2681,856	2652,893
631,1830	603,1795	683,1741	712,1775
3949,2692	3907,2711	3874,2619	3918,2603
646,2335	601,2346	582,2253	625,2244
1015,837	1046,876	961,928	933,889
852,1882	807,1884	809,1786	857,1788
688,1200	667,1159	756,1116	776,1158
1484,889	1510,850	1591,910	1562,949
1981,2562	1935,2571	1919,2477	1964,2468
616,2011	647,2050	562,2102	534,2063
770,2419	725,2430	706,2337	749,2328
2306,1495	2287,1454	2376,1416	2395,1456
2577,2343	2532,2345	2534,2247	2582,2249
3591,2258	3546,2265	3531,2167	3580,2160
796,2265	781,2221	876,2196	890,2241
